item_id,sale_id,user_id,name,type,brand,qty,value
2478,678,548,LuminEye Care,Soluciones,Bright,1,10000
2479,1404,139,OptiClarity,Soluciones,Bright,3,18000
2480,1080,226,VisionGuard,Lentes de Contacto,Bright,2,6000
2481,107,394,SightSoothe,Lentes de Contacto,Bright,1,8000
2482,1446,447,OptiClarity,Soluciones,Lupa,3,10000
2483,1181,555,OptiGleam,Soluciones,Bright,3,18000
2484,947,110,OptiClarity,Gotas,Bright,1,6000
2485,1210,339,SightSoothe,Soluciones,Glassi,4,6000
2486,715,78,IrisBright,Gotas,Lupa,1,18000
2487,291,45,OptiGleam,Gotas,Glassi,4,20000
2488,613,652,IrisBright,Lentes de Contacto,Lupa,4,14000
2489,1064,270,LuminEye Care,Gotas,Bright,2,8000
2490,1036,21,EyeRevive,Gotas,Lupa,3,8000
2491,45,468,VisionGuard,Gotas,Bright,3,12000
2492,390,72,OptiGleam,Lentes de Contacto,Bright,1,4000
2493,1916,387,OptiClarity,Lentes de Contacto,Glassi,3,18000
2494,1997,29,EyeRevive,Soluciones,Bright,3,8000
2495,910,585,OptiClarity,Lentes de Contacto,Bright,1,14000
2496,890,14,VisionGuard,Gotas,Bright,1,12000
2497,217,339,VisionGuard,Gotas,Glassi,4,2000
2498,479,400,EyeRevive,Lentes de Contacto,Bright,4,8000
2499,1270,776,IrisBright,Gotas,Bright,4,16000
2500,261,274,ClearView Elite,Lentes de Contacto,Bright,3,10000
2501,293,534,OptiClarity,Lentes de Contacto,Bright,4,18000
2502,526,531,OptiClarity,Lentes de Contacto,Bright,4,4000
2503,1055,164,OptiGleam,Gotas,Lupa,2,18000
2504,1563,106,OptiGleam,Gotas,Lupa,1,6000
2505,924,390,OptiClarity,Lentes de Contacto,Bright,2,20000
2506,143,216,IrisBright,Lentes de Contacto,Lupa,2,18000
2507,1240,476,VisionGuard,Lentes de Contacto,Glassi,1,6000
2508,6,389,ClearView Elite,Soluciones,Lupa,3,10000
2509,490,492,SightSoothe,Soluciones,Glassi,4,18000
2510,1203,321,OptiClarity,Gotas,Bright,4,2000
2511,890,377,VisionGuard,Gotas,Lupa,1,4000
2512,1126,242,OptiGleam,Gotas,Glassi,2,12000
2513,94,227,VisionGuard,Gotas,Bright,1,14000
2514,1482,165,EyeRevive,Soluciones,Glassi,3,20000
2515,79,511,IrisBright,Lentes de Contacto,Lupa,1,10000
2516,1801,444,SightSoothe,Lentes de Contacto,Lupa,4,2000
2517,750,146,IrisBright,Soluciones,Lupa,2,2000
2518,1042,797,SightSoothe,Soluciones,Bright,2,4000
2519,571,444,LuminEye Care,Soluciones,Lupa,3,10000
2520,1084,100,OptiClarity,Lentes de Contacto,Lupa,4,10000
2521,55,393,LuminEye Care,Lentes de Contacto,Lupa,3,16000
2522,219,571,VisionGuard,Gotas,Glassi,1,20000
2523,79,682,LuminEye Care,Soluciones,Lupa,3,8000
2524,359,648,ClearView Elite,Gotas,Lupa,4,18000
2525,945,200,OptiClarity,Gotas,Glassi,2,2000
2526,1743,200,LuminEye Care,Gotas,Lupa,1,14000
2527,762,90,SightSoothe,Soluciones,Bright,1,12000
2528,509,270,OptiGleam,Lentes de Contacto,Glassi,3,16000
2529,567,632,VisionGuard,Lentes de Contacto,Lupa,4,14000
2530,928,511,EyeRevive,Lentes de Contacto,Lupa,3,14000
2531,1911,654,SightSoothe,Lentes de Contacto,Glassi,2,10000
2532,1443,758,SightSoothe,Lentes de Contacto,Bright,1,18000
2533,1890,529,SightSoothe,Lentes de Contacto,Bright,1,12000
2534,1563,28,ClearView Elite,Soluciones,Glassi,4,14000
2535,1249,109,SightSoothe,Soluciones,Lupa,4,4000
2536,619,410,OptiClarity,Lentes de Contacto,Lupa,2,12000
2537,1844,308,SightSoothe,Lentes de Contacto,Glassi,2,6000
2538,648,127,OptiClarity,Gotas,Bright,3,20000
2539,1405,733,OptiClarity,Gotas,Bright,3,12000
2540,1845,408,ClearView Elite,Soluciones,Glassi,3,18000
2541,21,640,LuminEye Care,Lentes de Contacto,Glassi,4,14000
2542,206,364,ClearView Elite,Gotas,Bright,2,16000
2543,1062,252,VisionGuard,Gotas,Lupa,4,6000
2544,1357,344,SightSoothe,Gotas,Bright,2,4000
2545,650,730,LuminEye Care,Lentes de Contacto,Lupa,2,10000
2546,1654,521,ClearView Elite,Lentes de Contacto,Lupa,3,8000
2547,6,767,VisionGuard,Gotas,Lupa,1,2000
2548,1265,668,EyeRevive,Gotas,Bright,1,2000
2549,816,119,VisionGuard,Lentes de Contacto,Lupa,4,18000
2550,1044,43,VisionGuard,Lentes de Contacto,Lupa,1,18000
2551,667,86,SightSoothe,Gotas,Bright,2,8000
2552,1664,745,SightSoothe,Lentes de Contacto,Bright,1,6000
2553,1532,327,VisionGuard,Lentes de Contacto,Lupa,4,20000
2554,1190,767,VisionGuard,Gotas,Glassi,3,6000
2555,951,425,EyeRevive,Gotas,Glassi,1,4000
2556,1053,769,VisionGuard,Gotas,Bright,3,2000
2557,253,329,LuminEye Care,Soluciones,Bright,2,18000
2558,1683,69,SightSoothe,Soluciones,Glassi,2,8000
2559,1814,367,ClearView Elite,Lentes de Contacto,Bright,1,14000
2560,1348,396,OptiGleam,Soluciones,Lupa,1,16000
2561,1021,338,OptiClarity,Lentes de Contacto,Lupa,3,2000
2562,1909,760,IrisBright,Soluciones,Lupa,2,4000
2563,262,68,IrisBright,Lentes de Contacto,Glassi,4,14000
2564,601,257,SightSoothe,Gotas,Bright,3,10000
2565,524,40,OptiClarity,Soluciones,Glassi,3,10000
2566,199,382,IrisBright,Lentes de Contacto,Bright,2,14000
2567,751,263,SightSoothe,Gotas,Glassi,3,12000
2568,690,459,EyeRevive,Gotas,Bright,1,18000
2569,1312,19,OptiGleam,Soluciones,Glassi,2,4000
2570,1677,451,EyeRevive,Gotas,Glassi,3,2000
2571,1897,663,EyeRevive,Lentes de Contacto,Glassi,2,20000
2572,1411,193,EyeRevive,Soluciones,Glassi,1,12000
2573,217,43,OptiClarity,Soluciones,Lupa,2,12000
2574,773,623,OptiGleam,Soluciones,Bright,2,6000
2575,303,51,IrisBright,Gotas,Glassi,1,6000
2576,589,521,VisionGuard,Lentes de Contacto,Lupa,2,10000
2577,187,275,OptiClarity,Lentes de Contacto,Glassi,1,18000
2578,1577,433,VisionGuard,Soluciones,Glassi,2,8000
2579,160,563,IrisBright,Gotas,Bright,2,6000
2580,863,733,VisionGuard,Gotas,Glassi,2,12000
2581,398,449,IrisBright,Lentes de Contacto,Bright,3,12000
2582,254,532,LuminEye Care,Soluciones,Bright,2,14000
2583,353,435,SightSoothe,Gotas,Bright,2,10000
2584,216,653,OptiClarity,Gotas,Lupa,2,10000
2585,291,475,VisionGuard,Lentes de Contacto,Glassi,1,20000
2586,664,45,IrisBright,Lentes de Contacto,Glassi,2,12000
2587,611,209,VisionGuard,Lentes de Contacto,Bright,3,8000
2588,1813,111,LuminEye Care,Gotas,Bright,3,20000
2589,389,190,OptiGleam,Soluciones,Bright,1,6000
2590,1320,468,IrisBright,Gotas,Bright,3,4000
2591,157,791,ClearView Elite,Gotas,Lupa,3,6000
2592,1013,205,LuminEye Care,Lentes de Contacto,Bright,3,2000
2593,1582,65,OptiClarity,Lentes de Contacto,Glassi,1,8000
2594,4,283,OptiGleam,Gotas,Bright,3,20000
2595,983,89,ClearView Elite,Gotas,Bright,3,20000
2596,1229,155,ClearView Elite,Soluciones,Glassi,2,4000
2597,1170,590,EyeRevive,Lentes de Contacto,Bright,3,20000
2598,884,355,EyeRevive,Lentes de Contacto,Glassi,4,4000
2599,1697,707,ClearView Elite,Lentes de Contacto,Lupa,1,20000
2600,1200,30,OptiGleam,Gotas,Glassi,1,2000
2601,120,762,ClearView Elite,Lentes de Contacto,Glassi,3,2000
2602,1470,748,OptiClarity,Soluciones,Glassi,2,8000
2603,804,513,LuminEye Care,Gotas,Glassi,1,10000
2604,1799,564,ClearView Elite,Gotas,Bright,3,6000
2605,637,212,ClearView Elite,Gotas,Glassi,3,12000
2606,1869,800,IrisBright,Lentes de Contacto,Bright,1,14000
2607,1954,26,VisionGuard,Soluciones,Lupa,1,10000
2608,1581,299,ClearView Elite,Soluciones,Bright,2,6000
2609,916,331,EyeRevive,Gotas,Lupa,2,2000
2610,1897,418,LuminEye Care,Lentes de Contacto,Glassi,3,18000
2611,1496,98,OptiGleam,Gotas,Glassi,3,12000
2612,426,685,OptiClarity,Lentes de Contacto,Bright,2,10000
2613,1267,770,LuminEye Care,Soluciones,Bright,3,14000
2614,176,755,OptiGleam,Soluciones,Bright,3,10000
2615,1923,271,OptiClarity,Soluciones,Bright,2,12000
2616,193,476,SightSoothe,Lentes de Contacto,Bright,1,10000
2617,648,285,VisionGuard,Gotas,Lupa,4,14000
2618,926,337,ClearView Elite,Soluciones,Lupa,2,12000
2619,1896,254,IrisBright,Lentes de Contacto,Bright,2,16000
2620,1673,89,VisionGuard,Gotas,Glassi,3,16000
2621,568,36,SightSoothe,Lentes de Contacto,Lupa,2,2000
2622,1665,331,LuminEye Care,Soluciones,Bright,4,14000
2623,144,505,OptiClarity,Soluciones,Bright,4,4000
2624,1866,323,VisionGuard,Lentes de Contacto,Bright,3,8000
2625,706,95,IrisBright,Soluciones,Glassi,1,20000
2626,50,634,OptiGleam,Gotas,Bright,4,14000
2627,1149,533,IrisBright,Lentes de Contacto,Lupa,4,16000
2628,1823,69,OptiGleam,Lentes de Contacto,Glassi,2,10000
2629,1411,663,IrisBright,Soluciones,Bright,2,12000
2630,1843,698,IrisBright,Gotas,Bright,2,14000
2631,1446,561,LuminEye Care,Gotas,Lupa,2,6000
2632,1046,223,OptiGleam,Lentes de Contacto,Bright,4,6000
2633,846,604,LuminEye Care,Lentes de Contacto,Bright,2,10000
2634,1453,466,IrisBright,Lentes de Contacto,Glassi,1,6000
2635,1384,201,LuminEye Care,Gotas,Glassi,2,16000
2636,1986,146,VisionGuard,Soluciones,Lupa,2,16000
2637,1250,545,OptiClarity,Soluciones,Bright,2,20000
2638,1582,48,OptiClarity,Gotas,Glassi,1,12000
2639,6,220,OptiClarity,Gotas,Bright,3,6000
2640,1185,658,LuminEye Care,Gotas,Lupa,1,6000
2641,1302,390,ClearView Elite,Lentes de Contacto,Lupa,2,4000
2642,1313,303,ClearView Elite,Gotas,Glassi,2,6000
2643,341,756,SightSoothe,Soluciones,Lupa,3,18000
2644,655,385,OptiGleam,Soluciones,Bright,1,6000
2645,120,556,VisionGuard,Gotas,Glassi,3,4000
2646,1011,788,ClearView Elite,Soluciones,Lupa,1,2000
2647,513,325,EyeRevive,Soluciones,Bright,3,8000
2648,364,607,OptiGleam,Lentes de Contacto,Lupa,4,4000
2649,1211,48,SightSoothe,Soluciones,Bright,4,8000
2650,759,790,OptiGleam,Lentes de Contacto,Glassi,1,6000
2651,119,411,OptiClarity,Lentes de Contacto,Lupa,4,14000
2652,1127,615,VisionGuard,Gotas,Bright,4,20000
2653,37,634,ClearView Elite,Lentes de Contacto,Lupa,4,6000
2654,531,92,EyeRevive,Gotas,Bright,1,10000
2655,543,352,VisionGuard,Soluciones,Bright,1,14000
2656,221,736,OptiGleam,Soluciones,Bright,2,8000
2657,17,588,OptiClarity,Gotas,Bright,1,12000
2658,1457,48,VisionGuard,Gotas,Glassi,3,4000
2659,1755,176,LuminEye Care,Soluciones,Bright,2,10000
2660,1661,365,OptiGleam,Gotas,Glassi,4,18000
2661,1559,388,EyeRevive,Lentes de Contacto,Glassi,1,20000
2662,93,717,IrisBright,Soluciones,Glassi,4,20000
2663,369,722,OptiGleam,Lentes de Contacto,Glassi,4,18000
2664,1020,454,EyeRevive,Gotas,Lupa,4,4000
2665,1741,621,OptiGleam,Soluciones,Bright,1,14000
2666,590,781,LuminEye Care,Lentes de Contacto,Bright,3,14000
2667,1439,317,OptiGleam,Lentes de Contacto,Bright,3,18000
2668,13,511,OptiGleam,Soluciones,Glassi,3,14000
2669,1279,17,LuminEye Care,Gotas,Bright,4,14000
2670,315,594,OptiClarity,Lentes de Contacto,Lupa,2,2000
2671,83,488,LuminEye Care,Soluciones,Bright,2,12000
2672,1716,279,OptiGleam,Lentes de Contacto,Glassi,1,4000
2673,217,14,ClearView Elite,Gotas,Bright,2,16000
2674,1805,228,OptiClarity,Soluciones,Glassi,4,6000
2675,1895,277,OptiGleam,Gotas,Lupa,2,14000
2676,885,748,IrisBright,Lentes de Contacto,Lupa,4,6000
2677,795,208,VisionGuard,Lentes de Contacto,Bright,1,8000
2678,238,636,OptiClarity,Lentes de Contacto,Bright,3,18000
2679,1713,403,OptiClarity,Soluciones,Glassi,4,14000
2680,225,191,OptiClarity,Gotas,Bright,1,16000
2681,1884,794,ClearView Elite,Soluciones,Glassi,1,12000
2682,1721,277,IrisBright,Lentes de Contacto,Glassi,4,14000
2683,640,158,LuminEye Care,Gotas,Bright,1,12000
2684,1559,457,EyeRevive,Gotas,Glassi,3,6000
2685,1662,265,LuminEye Care,Lentes de Contacto,Lupa,2,16000
2686,958,506,ClearView Elite,Lentes de Contacto,Bright,4,20000
2687,890,742,ClearView Elite,Lentes de Contacto,Bright,2,4000
2688,1908,463,OptiClarity,Lentes de Contacto,Glassi,4,4000
2689,1875,570,EyeRevive,Gotas,Lupa,1,18000
2690,1800,12,EyeRevive,Gotas,Lupa,2,18000
2691,1675,198,VisionGuard,Soluciones,Bright,3,20000
2692,676,218,OptiGleam,Soluciones,Bright,3,14000
2693,256,661,EyeRevive,Lentes de Contacto,Glassi,2,8000
2694,894,735,SightSoothe,Gotas,Lupa,1,14000
2695,1196,75,OptiClarity,Gotas,Lupa,2,6000
2696,490,63,EyeRevive,Lentes de Contacto,Glassi,2,6000
2697,506,226,OptiClarity,Gotas,Lupa,4,8000
2698,651,234,EyeRevive,Soluciones,Lupa,4,16000
2699,906,768,OptiClarity,Gotas,Glassi,2,14000
2700,1087,699,LuminEye Care,Gotas,Glassi,2,2000
2701,1171,417,IrisBright,Gotas,Bright,3,16000
2702,1269,685,EyeRevive,Gotas,Lupa,3,6000
2703,718,724,VisionGuard,Lentes de Contacto,Glassi,3,10000
2704,1192,74,ClearView Elite,Lentes de Contacto,Lupa,1,4000
2705,1608,8,VisionGuard,Soluciones,Glassi,3,18000
2706,838,340,SightSoothe,Soluciones,Glassi,4,8000
2707,519,602,IrisBright,Gotas,Lupa,3,6000
2708,1763,693,VisionGuard,Lentes de Contacto,Lupa,2,16000
2709,569,661,ClearView Elite,Gotas,Lupa,3,10000
2710,831,312,VisionGuard,Soluciones,Glassi,4,8000
2711,1443,573,VisionGuard,Lentes de Contacto,Glassi,1,10000
2712,229,198,VisionGuard,Gotas,Lupa,1,12000
2713,1993,459,OptiClarity,Gotas,Glassi,2,8000
2714,1076,417,EyeRevive,Soluciones,Glassi,4,4000
2715,1175,457,OptiGleam,Lentes de Contacto,Bright,4,2000
2716,1580,249,EyeRevive,Gotas,Lupa,4,10000
2717,497,460,SightSoothe,Lentes de Contacto,Glassi,1,20000
2718,1936,453,EyeRevive,Soluciones,Bright,1,6000
2719,1439,786,IrisBright,Lentes de Contacto,Lupa,2,18000
2720,730,652,OptiGleam,Soluciones,Bright,4,2000
2721,1644,133,EyeRevive,Lentes de Contacto,Bright,2,8000
2722,350,638,IrisBright,Lentes de Contacto,Glassi,4,4000
2723,350,196,LuminEye Care,Soluciones,Glassi,2,12000
2724,1444,91,OptiClarity,Gotas,Glassi,4,8000
2725,1086,43,OptiGleam,Gotas,Glassi,4,8000
2726,226,476,VisionGuard,Gotas,Glassi,1,18000
2727,933,243,IrisBright,Soluciones,Bright,3,10000
2728,821,108,VisionGuard,Gotas,Glassi,4,8000
2729,1909,763,SightSoothe,Gotas,Lupa,4,6000
2730,1158,613,ClearView Elite,Lentes de Contacto,Glassi,3,14000
2731,1994,25,EyeRevive,Lentes de Contacto,Glassi,4,2000
2732,520,718,OptiGleam,Soluciones,Lupa,3,10000
2733,1391,323,LuminEye Care,Gotas,Glassi,4,14000
2734,1924,163,OptiGleam,Soluciones,Glassi,3,18000
2735,1069,590,VisionGuard,Lentes de Contacto,Bright,1,14000
2736,1491,628,LuminEye Care,Gotas,Lupa,2,6000
2737,1121,729,SightSoothe,Soluciones,Lupa,1,14000
2738,1217,40,EyeRevive,Soluciones,Lupa,4,2000
2739,1702,209,IrisBright,Gotas,Glassi,4,12000
2740,771,485,EyeRevive,Gotas,Glassi,1,8000
2741,1120,278,VisionGuard,Soluciones,Lupa,4,18000
2742,1897,793,SightSoothe,Lentes de Contacto,Glassi,3,16000
2743,899,792,LuminEye Care,Soluciones,Lupa,4,10000
2744,809,736,OptiClarity,Gotas,Lupa,3,6000
2745,909,113,SightSoothe,Soluciones,Glassi,3,8000
2746,1429,45,SightSoothe,Lentes de Contacto,Bright,4,14000
2747,722,437,VisionGuard,Gotas,Bright,4,8000
2748,1261,590,EyeRevive,Soluciones,Glassi,2,20000
2749,891,670,IrisBright,Gotas,Bright,1,14000
2750,1224,781,OptiGleam,Gotas,Lupa,1,18000
2751,1954,456,OptiGleam,Lentes de Contacto,Glassi,4,16000
2752,1880,12,ClearView Elite,Gotas,Lupa,4,16000
2753,802,702,OptiGleam,Soluciones,Lupa,1,6000
2754,1887,792,LuminEye Care,Lentes de Contacto,Lupa,4,12000
2755,209,86,IrisBright,Lentes de Contacto,Bright,4,8000
2756,540,511,LuminEye Care,Soluciones,Glassi,2,4000
2757,1574,127,VisionGuard,Gotas,Lupa,4,20000
2758,1194,369,OptiClarity,Lentes de Contacto,Bright,1,4000
2759,638,710,IrisBright,Lentes de Contacto,Glassi,2,18000
2760,918,392,IrisBright,Gotas,Glassi,1,16000
2761,1506,771,IrisBright,Lentes de Contacto,Glassi,3,18000
2762,13,173,EyeRevive,Gotas,Glassi,1,20000
2763,885,18,SightSoothe,Gotas,Lupa,1,10000
2764,23,126,OptiGleam,Lentes de Contacto,Lupa,1,10000
2765,144,219,IrisBright,Lentes de Contacto,Glassi,1,8000
2766,535,349,IrisBright,Soluciones,Bright,2,8000
2767,8,648,SightSoothe,Gotas,Glassi,4,4000
2768,688,305,OptiGleam,Soluciones,Bright,3,2000
2769,743,367,IrisBright,Soluciones,Lupa,2,6000
2770,1606,531,ClearView Elite,Lentes de Contacto,Bright,1,18000
2771,1728,246,ClearView Elite,Gotas,Glassi,1,10000
2772,450,490,ClearView Elite,Gotas,Bright,2,12000
2773,120,577,SightSoothe,Gotas,Lupa,3,14000
2774,322,172,OptiGleam,Gotas,Lupa,2,10000
2775,725,452,EyeRevive,Soluciones,Lupa,1,16000
2776,647,488,OptiClarity,Lentes de Contacto,Glassi,1,20000
2777,1747,349,VisionGuard,Gotas,Bright,2,10000
2778,1993,28,ClearView Elite,Soluciones,Bright,2,18000
2779,1268,549,SightSoothe,Lentes de Contacto,Glassi,4,12000
2780,204,679,IrisBright,Soluciones,Bright,1,6000
2781,821,726,EyeRevive,Gotas,Lupa,1,18000
2782,1846,182,SightSoothe,Soluciones,Glassi,1,4000
2783,386,352,VisionGuard,Soluciones,Bright,4,6000
2784,1581,270,LuminEye Care,Soluciones,Bright,4,8000
2785,1340,183,LuminEye Care,Lentes de Contacto,Lupa,4,12000
2786,1709,708,LuminEye Care,Gotas,Bright,2,16000
2787,1167,251,SightSoothe,Gotas,Lupa,2,10000
2788,469,130,OptiGleam,Lentes de Contacto,Lupa,4,16000
2789,1720,94,SightSoothe,Gotas,Lupa,4,6000
2790,725,447,EyeRevive,Gotas,Lupa,1,18000
2791,1460,509,IrisBright,Lentes de Contacto,Lupa,1,18000
2792,277,444,IrisBright,Lentes de Contacto,Lupa,1,10000
2793,280,159,OptiClarity,Lentes de Contacto,Bright,3,20000
2794,627,45,VisionGuard,Lentes de Contacto,Glassi,4,12000
2795,47,384,IrisBright,Gotas,Glassi,1,10000
2796,1067,427,OptiClarity,Gotas,Lupa,1,2000
2797,1125,730,LuminEye Care,Gotas,Glassi,1,2000
2798,293,491,LuminEye Care,Soluciones,Bright,2,18000
2799,680,281,OptiClarity,Gotas,Bright,1,20000
2800,1591,724,OptiGleam,Lentes de Contacto,Glassi,4,16000
2801,492,580,SightSoothe,Lentes de Contacto,Bright,4,16000
2802,1407,62,SightSoothe,Soluciones,Bright,2,8000
2803,334,94,ClearView Elite,Gotas,Bright,2,14000
2804,854,484,ClearView Elite,Lentes de Contacto,Bright,4,6000
2805,673,609,EyeRevive,Lentes de Contacto,Lupa,2,12000
2806,859,587,OptiGleam,Gotas,Glassi,1,20000
2807,1900,799,OptiGleam,Gotas,Glassi,3,10000
2808,853,151,OptiClarity,Lentes de Contacto,Bright,2,12000
2809,118,798,EyeRevive,Gotas,Lupa,1,16000
2810,873,168,ClearView Elite,Lentes de Contacto,Lupa,2,16000
2811,1602,767,OptiGleam,Gotas,Lupa,3,18000
2812,1082,373,SightSoothe,Gotas,Lupa,2,12000
2813,1238,611,IrisBright,Soluciones,Glassi,4,10000
2814,1608,628,LuminEye Care,Gotas,Bright,2,10000
2815,130,181,OptiGleam,Soluciones,Glassi,4,16000
2816,1800,699,OptiClarity,Gotas,Lupa,4,10000
2817,1627,212,VisionGuard,Lentes de Contacto,Bright,2,14000
2818,928,704,IrisBright,Lentes de Contacto,Lupa,1,14000
2819,743,463,LuminEye Care,Soluciones,Glassi,4,6000
2820,1111,100,EyeRevive,Gotas,Bright,2,8000
2821,809,514,SightSoothe,Lentes de Contacto,Glassi,3,10000
2822,111,740,SightSoothe,Gotas,Glassi,2,8000
2823,143,185,IrisBright,Soluciones,Glassi,3,10000
2824,1904,218,LuminEye Care,Soluciones,Glassi,4,6000
2825,1626,356,IrisBright,Soluciones,Lupa,4,20000
2826,1756,471,SightSoothe,Lentes de Contacto,Glassi,4,4000
2827,1629,373,EyeRevive,Soluciones,Bright,1,6000
2828,1123,128,EyeRevive,Soluciones,Lupa,4,20000
2829,233,292,EyeRevive,Gotas,Bright,4,10000
2830,755,775,ClearView Elite,Lentes de Contacto,Glassi,2,8000
2831,721,692,LuminEye Care,Lentes de Contacto,Glassi,4,18000
2832,548,613,IrisBright,Soluciones,Bright,1,18000
2833,1286,99,SightSoothe,Lentes de Contacto,Glassi,1,8000
2834,1222,342,LuminEye Care,Gotas,Glassi,3,12000
2835,1779,54,EyeRevive,Gotas,Bright,4,10000
2836,361,698,OptiGleam,Soluciones,Glassi,3,18000
2837,438,364,VisionGuard,Lentes de Contacto,Bright,3,14000
2838,1833,747,VisionGuard,Gotas,Glassi,1,4000
2839,1155,523,EyeRevive,Gotas,Bright,1,12000
2840,478,210,ClearView Elite,Gotas,Lupa,1,12000
2841,604,708,OptiClarity,Lentes de Contacto,Glassi,4,20000
2842,99,671,EyeRevive,Gotas,Glassi,1,18000
2843,714,513,EyeRevive,Gotas,Bright,3,4000
2844,1663,217,OptiClarity,Lentes de Contacto,Lupa,2,14000
2845,356,361,SightSoothe,Soluciones,Bright,3,12000
2846,84,612,OptiClarity,Soluciones,Bright,4,8000
2847,1695,55,VisionGuard,Lentes de Contacto,Glassi,1,12000
2848,870,259,IrisBright,Lentes de Contacto,Lupa,3,12000
2849,495,693,ClearView Elite,Gotas,Glassi,1,12000
2850,1154,60,EyeRevive,Soluciones,Lupa,4,4000
2851,1996,235,IrisBright,Lentes de Contacto,Lupa,4,16000
2852,1927,331,OptiClarity,Lentes de Contacto,Bright,3,10000
2853,1431,506,OptiClarity,Gotas,Glassi,3,16000
2854,1144,691,VisionGuard,Lentes de Contacto,Lupa,3,12000
2855,669,672,VisionGuard,Soluciones,Lupa,2,18000
2856,1045,698,ClearView Elite,Gotas,Bright,1,14000
2857,1523,549,VisionGuard,Gotas,Glassi,4,20000
2858,1721,726,IrisBright,Soluciones,Lupa,2,6000
2859,209,157,SightSoothe,Lentes de Contacto,Lupa,1,4000
2860,451,627,VisionGuard,Gotas,Bright,2,8000
2861,1041,486,OptiClarity,Soluciones,Lupa,4,14000
2862,434,560,IrisBright,Soluciones,Glassi,1,20000
2863,62,379,LuminEye Care,Soluciones,Lupa,3,6000
2864,92,700,VisionGuard,Lentes de Contacto,Glassi,1,20000
2865,914,82,LuminEye Care,Lentes de Contacto,Glassi,4,16000
2866,372,25,ClearView Elite,Gotas,Bright,2,10000
2867,1390,691,IrisBright,Lentes de Contacto,Lupa,1,14000
2868,1372,622,EyeRevive,Soluciones,Bright,2,18000
2869,1503,391,LuminEye Care,Soluciones,Glassi,1,14000
2870,1957,192,ClearView Elite,Gotas,Lupa,2,18000
2871,538,333,OptiClarity,Soluciones,Bright,3,12000
2872,1486,794,ClearView Elite,Lentes de Contacto,Lupa,2,16000
2873,1685,584,LuminEye Care,Lentes de Contacto,Glassi,4,12000
2874,1327,753,LuminEye Care,Gotas,Glassi,1,20000
2875,1304,565,IrisBright,Gotas,Bright,4,12000
2876,1878,349,OptiClarity,Gotas,Lupa,3,18000
2877,804,270,SightSoothe,Soluciones,Bright,3,10000
2878,1107,684,EyeRevive,Soluciones,Lupa,4,12000
2879,1895,362,SightSoothe,Soluciones,Bright,3,2000
2880,1532,613,VisionGuard,Soluciones,Bright,3,20000
2881,1222,758,OptiClarity,Lentes de Contacto,Bright,3,18000
2882,1210,49,IrisBright,Soluciones,Lupa,4,14000
2883,497,345,OptiGleam,Gotas,Lupa,2,14000
2884,1986,33,EyeRevive,Gotas,Lupa,4,18000
2885,909,436,LuminEye Care,Lentes de Contacto,Lupa,2,10000
2886,1343,244,ClearView Elite,Gotas,Lupa,4,18000
2887,607,265,IrisBright,Lentes de Contacto,Lupa,3,18000
2888,445,194,VisionGuard,Lentes de Contacto,Bright,3,12000
2889,968,508,OptiGleam,Gotas,Glassi,3,4000
2890,1094,785,SightSoothe,Lentes de Contacto,Lupa,4,14000
2891,681,639,IrisBright,Soluciones,Glassi,3,4000
2892,352,325,ClearView Elite,Lentes de Contacto,Lupa,3,10000
2893,130,11,OptiClarity,Lentes de Contacto,Lupa,1,8000
2894,1742,87,OptiClarity,Soluciones,Glassi,1,18000
2895,385,139,ClearView Elite,Gotas,Glassi,2,16000
2896,1928,321,OptiGleam,Gotas,Bright,1,8000
2897,687,704,IrisBright,Gotas,Lupa,1,18000
2898,1211,100,EyeRevive,Gotas,Glassi,1,16000
2899,287,243,OptiGleam,Gotas,Bright,3,6000
2900,1135,713,OptiClarity,Soluciones,Glassi,3,2000
2901,1894,626,VisionGuard,Lentes de Contacto,Lupa,1,16000
2902,504,103,OptiClarity,Gotas,Lupa,4,2000
2903,1523,796,OptiClarity,Soluciones,Lupa,1,4000
2904,354,461,ClearView Elite,Lentes de Contacto,Glassi,1,12000
2905,1592,702,EyeRevive,Gotas,Glassi,3,2000
2906,928,734,SightSoothe,Lentes de Contacto,Lupa,2,12000
2907,268,559,EyeRevive,Lentes de Contacto,Bright,2,20000
2908,940,299,EyeRevive,Soluciones,Lupa,1,6000
2909,1632,797,VisionGuard,Lentes de Contacto,Glassi,3,4000
2910,639,243,OptiGleam,Lentes de Contacto,Bright,1,16000
2911,1668,738,ClearView Elite,Lentes de Contacto,Glassi,2,20000
2912,1554,584,VisionGuard,Lentes de Contacto,Bright,1,8000
2913,1552,115,VisionGuard,Lentes de Contacto,Bright,3,4000
2914,1403,379,VisionGuard,Lentes de Contacto,Glassi,3,6000
2915,1174,304,ClearView Elite,Gotas,Glassi,4,8000
2916,1447,677,LuminEye Care,Gotas,Lupa,1,6000
2917,1163,44,VisionGuard,Lentes de Contacto,Bright,3,2000
2918,1053,647,ClearView Elite,Soluciones,Bright,4,8000
2919,1997,147,EyeRevive,Soluciones,Lupa,3,18000
2920,393,686,OptiGleam,Gotas,Lupa,3,4000
2921,683,767,IrisBright,Lentes de Contacto,Lupa,3,8000
2922,17,640,EyeRevive,Lentes de Contacto,Glassi,3,16000
2923,1089,236,LuminEye Care,Gotas,Lupa,3,12000
